Data;Rodada;Mandante;Visitante;Gols_M;Gols_V;Resultado;Odds_M;Odds_E;Odds_V
19/11/2017;36;Vitoria;Cruzeiro;1;1;D;1,89;3,76;4,36
19/11/2017;36;Atletico MG;Coritiba;3;0;H;1,55;4,42;6,54
19/11/2017;36;Athletico PR;Vasco;3;1;H;2,03;3,39;4,21
19/11/2017;36;Santos;Gremio;1;0;H;1,5;4,4;7,62
20/11/2017;36;Fluminense;Ponte Preta;2;0;H;1,88;3,46;4,9
20/11/2017;36;Avai;Palmeiras;2;1;H;4,04;3,56;1,99
25/11/2017;37;Fluminense;Sport;1;2;A;2,21;3,5;3,49
26/11/2017;37;Avai;Athletico PR;1;0;H;2,77;3,4;2,7
26/11/2017;37;Corinthians;Atletico MG;2;2;D;2,22;3,56;3,42
26/11/2017;37;Coritiba;Sao Paulo;1;2;A;2;3,5;4,16
26/11/2017;37;Cruzeiro;Vasco;0;1;A;1,97;3,52;4,21
26/11/2017;37;Gremio;Atletico GO;1;1;D;1,78;3,64;5,28
26/11/2017;37;Ponte Preta;Vitoria;2;3;A;2,18;3,63;3,43
26/11/2017;37;Bahia;Chapecoense;0;1;A;1,73;4,01;5,04
26/11/2017;37;Flamengo;Santos;1;2;A;1,61;3,96;6,59
27/11/2017;37;Palmeiras;Botafogo;2;0;H;1,72;3,91;5,29
03/12/2017;38;Atletico GO;Fluminense;1;1;D;2,33;3,63;3,12
03/12/2017;38;Atletico MG;Gremio;4;3;H;1,27;6,34;12,91
03/12/2017;38;Athletico PR;Palmeiras;3;0;H;2,88;3,61;2,49
03/12/2017;38;Botafogo;Cruzeiro;2;2;D;1,77;3,62;5,44
03/12/2017;38;Chapecoense;Coritiba;2;1;H;2,18;3,56;3,48
03/12/2017;38;Santos;Avai;1;1;D;2,05;3,79;3,67
03/12/2017;38;Sao Paulo;Bahia;1;1;D;1,71;4,07;5,12
03/12/2017;38;Sport;Corinthians;1;0;H;1,38;5,36;8,71
03/12/2017;38;Vasco;Ponte Preta;2;1;H;1,36;5,25;10,2
03/12/2017;38;Vitoria;Flamengo;1;2;A;2,27;3,59;3,27
