Data;Rodada;Mandante;Visitante;Gols_M;Gols_V;Resultado;Odds_M;Odds_E;Odds_V
20/11/2016;36;Palmeiras;Botafogo;1;0;H;1,53;4,28;7,28
20/11/2016;36;Ponte Preta;Fluminense;1;0;H;2,31;3,42;3,34
20/11/2016;36;Vitoria;Figueirense;4;0;H;1,56;4,37;6,39
20/11/2016;36;Chapecoense;Sao Paulo;2;0;H;2,69;3,21;2,93
20/11/2016;36;Flamengo;Coritiba;2;2;D;1,4;4,83;9,52
20/11/2016;36;Santa Cruz;Atletico MG;3;3;D;2,33;3,85;2,97
21/11/2016;36;Corinthians;Internacional;1;0;H;2;3,4;4,31
26/11/2016;37;America MG;Sport;2;2;D;3,57;3,38;2,23
26/11/2016;37;Botafogo;Ponte Preta;1;1;D;1,75;3,68;5,47
26/11/2016;37;Corinthians;Athletico PR;0;0;D;1,78;3,6;5,37
27/11/2016;37;Atletico MG;Sao Paulo;1;2;A;2,81;3,5;2,61
27/11/2016;37;Flamengo;Santos;2;0;H;1,88;3,76;4,43
27/11/2016;37;Internacional;Cruzeiro;1;0;H;1,69;3,83;5,73
27/11/2016;37;Palmeiras;Chapecoense;1;0;H;1,46;4,49;8,66
27/11/2016;37;Figueirense;Fluminense;1;0;H;2,95;3,26;2,63
27/11/2016;37;Santa Cruz;Gremio;5;1;H;2,46;3,6;2,93
28/11/2016;37;Coritiba;Vitoria;0;1;A;2,37;3,3;3,34
11/12/2016;38;Athletico PR;Flamengo;0;0;D;2,18;3,48;3,59
11/12/2016;38;Cruzeiro;Corinthians;3;2;H;2,51;3,41;2,99
11/12/2016;38;Fluminense;Internacional;1;1;D;4,06;3,87;1,92
11/12/2016;38;Gremio;Botafogo;0;1;A;3,92;3,41;2,08
11/12/2016;38;Ponte Preta;Coritiba;2;0;H;1,65;4,1;5,76
11/12/2016;38;Santos;America MG;1;0;H;1,21;7,39;16,2
11/12/2016;38;Sao Paulo;Santa Cruz;5;0;H;1,27;6,7;11
11/12/2016;38;Sport;Figueirense;2;0;H;1,24;6,36;15,86
11/12/2016;38;Vitoria;Palmeiras;1;2;A;1,92;3,65;4,33
