Temporada;Data;Mandante;Visitante;GF;GC;Resultado;SG
2014;18/10/2014;Sao Paulo;Bahia;2;1;H;1
2014;19/10/2014;Atletico MG;Chapecoense;1;0;H;1
2014;19/10/2014;Athletico PR;Flamengo;2;1;H;1
2014;19/10/2014;Figueirense;Coritiba;4;0;H;4
2014;19/10/2014;Internacional;Corinthians;1;2;A;-1
2014;19/10/2014;Palmeiras;Santos;1;3;A;-2
2014;19/10/2014;Botafogo;Sport;1;1;D;0
2014;19/10/2014;Vitoria;Cruzeiro;0;1;A;-1
2014;22/10/2014;Bahia;Atletico MG;1;1;D;0
2014;22/10/2014;Corinthians;Vitoria;2;1;H;1
2014;22/10/2014;Criciuma;Athletico PR;0;1;A;-1
2014;22/10/2014;Cruzeiro;Palmeiras;1;1;D;0
2014;22/10/2014;Flamengo;Internacional;2;0;H;2
2014;23/10/2014;Coritiba;Botafogo;2;0;H;2
2014;23/10/2014;Gremio;Figueirense;1;0;H;1
2014;23/10/2014;Chapecoense;Sao Paulo;0;0;D;0
2014;23/10/2014;Santos;Fluminense;0;1;A;-1
2014;23/10/2014;Sport;Goias;0;1;A;-1
2014;25/10/2014;Figueirense;Cruzeiro;1;1;D;0
2014;25/10/2014;Fluminense;Athletico PR;2;1;H;1
2014;25/10/2014;Palmeiras;Corinthians;1;1;D;0
2014;25/10/2014;Atletico MG;Sport;3;2;H;1
2014;25/10/2014;Chapecoense;Santos;1;1;D;0
2014;25/10/2014;Coritiba;Gremio;1;1;D;0
2014;25/10/2014;Vitoria;Criciuma;3;1;H;2
2014;26/10/2014;Botafogo;Flamengo;2;1;H;1
2014;26/10/2014;Internacional;Bahia;2;0;H;2
2014;27/10/2014;Sao Paulo;Goias;3;0;H;3
2014;01/11/2014;Goias;Fluminense;0;2;A;-2
2014;01/11/2014;Gremio;Vitoria;1;0;H;1
2014;01/11/2014;Corinthians;Coritiba;2;2;D;0
2014;02/11/2014;Criciuma;Sao Paulo;1;2;A;-1
2014;02/11/2014;Cruzeiro;Botafogo;2;1;H;1
2014;02/11/2014;Santos;Internacional;1;2;A;-1
2014;02/11/2014;Sport;Figueirense;1;0;H;1
2014;02/11/2014;Athletico PR;Atletico MG;1;0;H;1
2014;02/11/2014;Flamengo;Chapecoense;3;0;H;3
2014;02/11/2014;Bahia;Palmeiras;0;1;A;-1
2014;08/11/2014;Coritiba;Fluminense;1;0;H;1
2014;08/11/2014;Palmeiras;Atletico MG;0;2;A;-2
2014;08/11/2014;Botafogo;Athletico PR;0;2;A;-2
2014;09/11/2014;Figueirense;Chapecoense;1;0;H;1
2014;09/11/2014;Gremio;Internacional;4;1;H;3
2014;09/11/2014;Sport;Flamengo;2;2;D;0
2014;09/11/2014;Vitoria;Sao Paulo;1;2;A;-1
2014;09/11/2014;Corinthians;Santos;1;0;H;1
2014;09/11/2014;Cruzeiro;Criciuma;3;1;H;2
2014;09/11/2014;Goias;Bahia;3;0;H;3
2014;13/11/2014;Sao Paulo;Internacional;1;1;D;0
2014;15/11/2014;Criciuma;Gremio;0;3;A;-3
2014;15/11/2014;Fluminense;Botafogo;1;0;H;1
2014;16/11/2014;Athletico PR;Sport;0;1;A;-1
2014;16/11/2014;Bahia;Corinthians;1;2;A;-1
2014;16/11/2014;Flamengo;Coritiba;3;2;H;1
2014;16/11/2014;Internacional;Goias;1;0;H;1
2014;16/11/2014;Santos;Cruzeiro;0;1;A;-1
2014;16/11/2014;Atletico MG;Figueirense;1;1;D;0
2014;16/11/2014;Chapecoense;Vitoria;0;1;A;-1
2014;16/11/2014;Sao Paulo;Palmeiras;2;0;H;2
2014;19/11/2014;Athletico PR;Santos;1;1;D;0
2014;19/11/2014;Botafogo;Figueirense;0;1;A;-1
2014;19/11/2014;Criciuma;Bahia;0;1;A;-1
2014;19/11/2014;Goias;Corinthians;0;1;A;-1
2014;19/11/2014;Vitoria;Coritiba;1;1;D;0
2014;20/11/2014;Atletico MG;Flamengo;4;0;H;4
2014;20/11/2014;Palmeiras;Sport;0;2;A;-2
2014;20/11/2014;Fluminense;Chapecoense;1;4;A;-3
2014;20/11/2014;Gremio;Cruzeiro;1;2;A;-1
2014;22/11/2014;Internacional;Atletico MG;2;1;H;1
2014;22/11/2014;Bahia;Athletico PR;1;2;A;-1
2014;23/11/2014;Cruzeiro;Goias;2;1;H;1
2014;23/11/2014;Figueirense;Vitoria;2;0;H;2
2014;23/11/2014;Flamengo;Criciuma;1;1;D;0
2014;23/11/2014;Santos;Sao Paulo;0;1;A;-1
2014;23/11/2014;Sport;Fluminense;2;2;D;0
2014;23/11/2014;Chapecoense;Botafogo;2;0;H;2
2014;23/11/2014;Corinthians;Gremio;1;0;H;1
2014;23/11/2014;Coritiba;Palmeiras;2;0;H;2
2014;29/11/2014;Criciuma;Sport;2;2;D;0
2014;29/11/2014;Internacional;Palmeiras;3;1;H;2
2014;29/11/2014;Flamengo;Vitoria;4;0;H;4
2014;30/11/2014;Chapecoense;Cruzeiro;1;1;D;0
2014;30/11/2014;Fluminense;Corinthians;5;2;H;3
2014;30/11/2014;Santos;Botafogo;2;0;H;2
2014;30/11/2014;Sao Paulo;Figueirense;1;1;D;0
2014;30/11/2014;Atletico MG;Coritiba;1;2;A;-1
2014;30/11/2014;Athletico PR;Goias;1;0;H;1
2014;30/11/2014;Bahia;Gremio;1;0;H;1
2014;06/12/2014;Corinthians;Criciuma;2;1;H;1
2014;06/12/2014;Figueirense;Internacional;1;2;A;-1
2014;07/12/2014;Botafogo;Atletico MG;0;0;D;0
2014;07/12/2014;Coritiba;Bahia;3;2;H;1
2014;07/12/2014;Cruzeiro;Fluminense;2;1;H;1
2014;07/12/2014;Goias;Chapecoense;4;2;H;2
2014;07/12/2014;Gremio;Flamengo;1;1;D;0
2014;07/12/2014;Palmeiras;Athletico PR;1;1;D;0
2014;07/12/2014;Sport;Sao Paulo;1;0;H;1
2014;07/12/2014;Vitoria;Santos;0;1;A;-1
2015;09/05/2015;Chapecoense;Coritiba;2;1;H;1
2015;09/05/2015;Palmeiras;Atletico MG;2;2;D;0
2015;10/05/2015;Fluminense;Joinville;1;0;H;1
2015;10/05/2015;Gremio;Ponte Preta;3;3;D;0
2015;10/05/2015;Athletico PR;Internacional;3;0;H;3
2015;10/05/2015;Cruzeiro;Corinthians;0;1;A;-1
2015;10/05/2015;Sao Paulo;Flamengo;2;1;H;1
2015;10/05/2015;Sport;Figueirense;4;1;H;3
2015;10/05/2015;Avai;Santos;1;1;D;0
2015;10/05/2015;Vasco;Goias;0;0;D;0
2015;16/05/2015;Coritiba;Gremio;2;0;H;2
2015;16/05/2015;Goias;Athletico PR;2;0;H;2
2015;17/05/2015;Corinthians;Chapecoense;1;0;H;1
2015;17/05/2015;Figueirense;Vasco;0;0;D;0
2015;17/05/2015;Atletico MG;Fluminense;4;1;H;3
2015;17/05/2015;Flamengo;Sport;2;2;D;0
2015;17/05/2015;Santos;Cruzeiro;1;0;H;1
2015;17/05/2015;Internacional;Avai;1;0;H;1
2015;17/05/2015;Joinville;Palmeiras;0;0;D;0
2015;17/05/2015;Ponte Preta;Sao Paulo;1;0;H;1
2015;23/05/2015;Sao Paulo;Joinville;3;0;H;3
2015;23/05/2015;Vasco;Internacional;1;1;D;0
2015;24/05/2015;Gremio;Figueirense;1;0;H;1
2015;24/05/2015;Palmeiras;Goias;0;1;A;-1
2015;24/05/2015;Athletico PR;Atletico MG;1;0;H;1
2015;24/05/2015;Avai;Flamengo;2;1;H;1
2015;24/05/2015;Chapecoense;Santos;1;0;H;1
2015;24/05/2015;Fluminense;Corinthians;0;0;D;0
2015;24/05/2015;Cruzeiro;Ponte Preta;1;1;D;0
2015;24/05/2015;Sport;Coritiba;1;0;H;1
2015;30/05/2015;Coritiba;Avai;1;2;A;-1
2015;30/05/2015;Ponte Preta;Chapecoense;3;1;H;2
2015;31/05/2015;Joinville;Athletico PR;1;2;A;-1
2015;31/05/2015;Santos;Sport;2;2;D;0
2015;31/05/2015;Atletico MG;Vasco;3;0;H;3
2015;31/05/2015;Corinthians;Palmeiras;0;2;A;-2
2015;31/05/2015;Goias;Gremio;1;1;D;0
2015;31/05/2015;Internacional;Sao Paulo;0;0;D;0
2015;31/05/2015;Figueirense;Cruzeiro;2;1;H;1
2015;31/05/2015;Flamengo;Fluminense;2;3;A;-1
2015;03/06/2015;Athletico PR;Figueirense;1;0;H;1
2015;03/06/2015;Chapecoense;Joinville;2;0;H;2
2015;03/06/2015;Vasco;Ponte Preta;0;3;A;-3
2015;04/06/2015;Sao Paulo;Santos;3;2;H;1
2015;04/06/2015;Avai;Atletico MG;1;4;A;-3
2015;04/06/2015;Cruzeiro;Flamengo;1;0;H;1
2015;04/06/2015;Gremio;Corinthians;3;1;H;2
2015;04/06/2015;Fluminense;Coritiba;2;0;H;2
2015;05/06/2015;Palmeiras;Internacional;1;1;D;0
2015;05/06/2015;Sport;Goias;1;0;H;1
2015;06/06/2015;Atletico MG;Cruzeiro;1;3;A;-2
2015;06/06/2015;Flamengo;Chapecoense;1;0;H;1
2015;06/06/2015;Santos;Ponte Preta;2;2;D;0
2015;07/06/2015;Athletico PR;Vasco;2;0;H;2
2015;07/06/2015;Joinville;Corinthians;0;1;A;-1
2015;07/06/2015;Sao Paulo;Gremio;2;0;H;2
2015;07/06/2015;Internacional;Coritiba;2;0;H;2
2015;07/06/2015;Figueirense;Palmeiras;2;1;H;1
2015;07/06/2015;Fluminense;Sport;0;0;D;0
2015;07/06/2015;Goias;Avai;0;1;A;-1
2015;10/06/2015;Atletico MG;Santos;2;2;D;0
2015;13/06/2015;Chapecoense;Sao Paulo;0;1;A;-1
2015;13/06/2015;Corinthians;Internacional;2;1;H;1
2015;13/06/2015;Coritiba;Flamengo;0;1;A;-1
2015;14/06/2015;Sport;Joinville;2;1;H;1
2015;14/06/2015;Vasco;Cruzeiro;1;3;A;-2
2015;14/06/2015;Ponte Preta;Goias;0;0;D;0
2015;14/06/2015;Avai;Figueirense;1;1;D;0
2015;14/06/2015;Gremio;Athletico PR;2;1;H;1
2015;14/06/2015;Palmeiras;Fluminense;2;1;H;1
2015;19/06/2015;Figueirense;Internacional;0;0;D;0
2015;20/06/2015;Flamengo;Atletico MG;0;2;A;-2
2015;20/06/2015;Santos;Corinthians;1;0;H;1
2015;20/06/2015;Sport;Vasco;2;1;H;1
2015;21/06/2015;Gremio;Palmeiras;1;0;H;1
2015;21/06/2015;Cruzeiro;Chapecoense;0;1;A;-1
2015;21/06/2015;Athletico PR;Coritiba;2;2;D;0
2015;21/06/2015;Joinville;Goias;2;1;H;1
2015;21/06/2015;Sao Paulo;Avai;1;1;D;0
2015;24/06/2015;Fluminense;Ponte Preta;2;0;H;2
2015;27/06/2015;Avai;Gremio;1;2;A;-1
2015;27/06/2015;Chapecoense;Sport;1;1;D;0
2015;28/06/2015;Corinthians;Figueirense;2;1;H;1
2015;28/06/2015;Atletico MG;Joinville;1;0;H;1
2015;28/06/2015;Coritiba;Cruzeiro;1;0;H;1
2015;28/06/2015;Goias;Fluminense;1;2;A;-1
2015;28/06/2015;Palmeiras;Sao Paulo;4;0;H;4
2015;28/06/2015;Ponte Preta;Athletico PR;2;1;H;1
2015;28/06/2015;Internacional;Santos;1;0;H;1
2015;28/06/2015;Vasco;Flamengo;1;0;H;1
2015;01/07/2015;Sport;Internacional;3;0;H;3
2015;01/07/2015;Vasco;Avai;1;0;H;1
2015;02/07/2015;Atletico MG;Coritiba;2;0;H;2
2015;02/07/2015;Palmeiras;Chapecoense;2;0;H;2
2015;02/07/2015;Athletico PR;Sao Paulo;2;1;H;1
2015;02/07/2015;Gremio;Cruzeiro;1;0;H;1
2015;02/07/2015;Joinville;Flamengo;0;1;A;-1
2015;02/07/2015;Corinthians;Ponte Preta;2;0;H;2
2015;02/07/2015;Figueirense;Goias;3;1;H;2
2015;03/07/2015;Fluminense;Santos;2;1;H;1
2015;04/07/2015;Coritiba;Joinville;0;0;D;0
2015;05/07/2015;Chapecoense;Vasco;1;0;H;1
2015;05/07/2015;Cruzeiro;Athletico PR;2;0;H;2
2015;05/07/2015;Avai;Sport;2;2;D;0
2015;05/07/2015;Goias;Corinthians;0;0;D;0
2015;05/07/2015;Santos;Gremio;1;3;A;-2
2015;05/07/2015;Sao Paulo;Fluminense;0;0;D;0
2015;05/07/2015;Flamengo;Figueirense;1;2;A;-1
2015;05/07/2015;Internacional;Atletico MG;1;3;A;-2
2015;05/07/2015;Ponte Preta;Palmeiras;0;2;A;-2
2015;08/07/2015;Chapecoense;Gremio;1;0;H;1
2015;08/07/2015;Coritiba;Ponte Preta;0;0;D;0
2015;08/07/2015;Goias;Santos;4;1;H;3
2015;09/07/2015;Figueirense;Joinville;0;2;A;-2
2015;09/07/2015;Palmeiras;Avai;3;0;H;3
2015;09/07/2015;Atletico MG;Sport;2;1;H;1
2015;09/07/2015;Internacional;Flamengo;1;2;A;-1
2015;09/07/2015;Vasco;Sao Paulo;0;4;A;-4
2015;09/07/2015;Corinthians;Athletico PR;2;0;H;2
2015;10/07/2015;Fluminense;Cruzeiro;1;0;H;1
2015;11/07/2015;Gremio;Vasco;2;0;H;2
2015;11/07/2015;Santos;Figueirense;3;0;H;3
2015;12/07/2015;Ponte Preta;Atletico MG;0;2;A;-2
2015;12/07/2015;Sao Paulo;Coritiba;3;1;H;2
2015;12/07/2015;Athletico PR;Fluminense;1;2;A;-1
2015;12/07/2015;Cruzeiro;Goias;1;0;H;1
2015;12/07/2015;Flamengo;Corinthians;0;3;A;-3
2015;12/07/2015;Joinville;Internacional;0;2;A;-2
2015;12/07/2015;Avai;Chapecoense;2;1;H;1
2015;12/07/2015;Sport;Palmeiras;2;2;D;0
2015;18/07/2015;Flamengo;Gremio;1;0;H;1
2015;18/07/2015;Internacional;Goias;2;1;H;1
2015;19/07/2015;Corinthians;Atletico MG;1;0;H;1
2015;19/07/2015;Athletico PR;Chapecoense;1;0;H;1
2015;19/07/2015;Figueirense;Coritiba;0;0;D;0
2015;19/07/2015;Fluminense;Vasco;1;2;A;-1
2015;19/07/2015;Palmeiras;Santos;1;0;H;1
2015;19/07/2015;Sport;Sao Paulo;2;0;H;2
2015;19/07/2015;Cruzeiro;Avai;1;1;D;0
2015;19/07/2015;Joinville;Ponte Preta;1;1;D;0
2015;25/07/2015;Avai;Athletico PR;1;2;A;-1
2015;25/07/2015;Gremio;Sport;1;1;D;0
2015;26/07/2015;Atletico MG;Figueirense;1;0;H;1
2015;26/07/2015;Chapecoense;Fluminense;2;1;H;1
2015;26/07/2015;Santos;Joinville;2;0;H;2
2015;26/07/2015;Coritiba;Corinthians;1;1;D;0
2015;26/07/2015;Goias;Flamengo;0;1;A;-1
2015;26/07/2015;Ponte Preta;Internacional;0;0;D;0
2015;26/07/2015;Sao Paulo;Cruzeiro;1;0;H;1
2015;26/07/2015;Vasco;Palmeiras;1;4;A;-3
2015;30/07/2015;Atletico MG;Sao Paulo;3;1;H;2
2015;30/07/2015;Corinthians;Vasco;3;0;H;3
2015;01/08/2015;Fluminense;Gremio;1;0;H;1
2015;02/08/2015;Coritiba;Goias;1;1;D;0
2015;02/08/2015;Palmeiras;Athletico PR;0;1;A;-1
2015;02/08/2015;Figueirense;Ponte Preta;3;1;H;2
2015;02/08/2015;Flamengo;Santos;2;2;D;0
2015;02/08/2015;Internacional;Chapecoense;0;0;D;0
2015;02/08/2015;Joinville;Avai;2;0;H;2
2015;02/08/2015;Sport;Cruzeiro;0;0;D;0
2015;08/08/2015;Avai;Fluminense;1;0;H;1
2015;09/08/2015;Santos;Coritiba;3;0;H;3
2015;09/08/2015;Athletico PR;Sport;1;1;D;0
2015;09/08/2015;Vasco;Joinville;0;0;D;0
2015;09/08/2015;Cruzeiro;Palmeiras;2;1;H;1
2015;09/08/2015;Goias;Atletico MG;0;0;D;0
2015;09/08/2015;Ponte Preta;Flamengo;1;0;H;1
2015;09/08/2015;Sao Paulo;Corinthians;1;1;D;0
2015;09/08/2015;Chapecoense;Figueirense;2;2;D;0
2015;09/08/2015;Gremio;Internacional;5;0;H;5
2015;12/08/2015;Coritiba;Palmeiras;2;1;H;1
2015;12/08/2015;Flamengo;Athletico PR;3;2;H;1
2015;13/08/2015;Goias;Chapecoense;0;0;D;0
2015;13/08/2015;Santos;Vasco;1;0;H;1
2015;13/08/2015;Corinthians;Sport;4;3;H;1
2015;13/08/2015;Figueirense;Sao Paulo;0;2;A;-2
2015;13/08/2015;Internacional;Fluminense;1;0;H;1
2015;13/08/2015;Ponte Preta;Avai;2;0;H;2
2015;14/08/2015;Atletico MG;Gremio;0;2;A;-2
2015;14/08/2015;Joinville;Cruzeiro;3;0;H;3
2015;15/08/2015;Athletico PR;Santos;0;0;D;0
2015;15/08/2015;Vasco;Coritiba;0;1;A;-1
2015;16/08/2015;Sao Paulo;Goias;0;3;A;-3
2015;16/08/2015;Palmeiras;Flamengo;4;2;H;2
2015;16/08/2015;Avai;Corinthians;1;2;A;-1
2015;16/08/2015;Cruzeiro;Internacional;0;0;D;0
2015;16/08/2015;Fluminense;Figueirense;2;1;H;1
2015;16/08/2015;Sport;Ponte Preta;1;1;D;0
2015;16/08/2015;Chapecoense;Atletico MG;2;1;H;1
2015;16/08/2015;Gremio;Joinville;2;1;H;1
2015;22/08/2015;Goias;Vasco;3;0;H;3
2015;22/08/2015;Santos;Avai;5;2;H;3
2015;23/08/2015;Figueirense;Sport;2;1;H;1
2015;23/08/2015;Coritiba;Chapecoense;1;0;H;1
2015;23/08/2015;Ponte Preta;Gremio;0;0;D;0
2015;23/08/2015;Corinthians;Cruzeiro;3;0;H;3
2015;23/08/2015;Flamengo;Sao Paulo;2;1;H;1
2015;23/08/2015;Internacional;Athletico PR;2;0;H;2
2015;23/08/2015;Joinville;Fluminense;2;1;H;1
2015;23/08/2015;Atletico MG;Palmeiras;2;1;H;1
2015;29/08/2015;Vasco;Figueirense;0;1;A;-1
2015;30/08/2015;Sao Paulo;Ponte Preta;3;0;H;3
2015;30/08/2015;Avai;Internacional;3;0;H;3
2015;30/08/2015;Gremio;Coritiba;0;0;D;0
2015;30/08/2015;Chapecoense;Corinthians;1;3;A;-2
2015;30/08/2015;Fluminense;Atletico MG;1;2;A;-1
2015;30/08/2015;Palmeiras;Joinville;3;2;H;1
2015;30/08/2015;Sport;Flamengo;0;1;A;-1
2015;30/08/2015;Athletico PR;Goias;3;0;H;3
2015;30/08/2015;Cruzeiro;Santos;0;1;A;-1
2015;02/09/2015;Internacional;Vasco;6;0;H;6
2015;02/09/2015;Joinville;Sao Paulo;0;0;D;0
2015;02/09/2015;Ponte Preta;Cruzeiro;1;2;A;-1
2015;03/09/2015;Atletico MG;Athletico PR;0;1;A;-1
2015;03/09/2015;Flamengo;Avai;3;0;H;3
2015;03/09/2015;Corinthians;Fluminense;2;0;H;2
2015;03/09/2015;Coritiba;Sport;0;0;D;0
2015;03/09/2015;Goias;Palmeiras;1;0;H;1
2015;03/09/2015;Santos;Chapecoense;3;1;H;2
2015;04/09/2015;Figueirense;Gremio;0;2;A;-2
2015;05/09/2015;Sao Paulo;Internacional;2;0;H;2
2015;05/09/2015;Vasco;Atletico MG;1;2;A;-1
2015;06/09/2015;Athletico PR;Joinville;0;0;D;0
2015;06/09/2015;Chapecoense;Ponte Preta;0;0;D;0
2015;06/09/2015;Cruzeiro;Figueirense;5;1;H;4
2015;06/09/2015;Avai;Coritiba;0;2;A;-2
2015;06/09/2015;Fluminense;Flamengo;1;3;A;-2
2015;06/09/2015;Gremio;Goias;2;1;H;1
2015;06/09/2015;Palmeiras;Corinthians;3;3;D;0
2015;06/09/2015;Sport;Santos;1;1;D;0
2015;09/09/2015;Atletico MG;Avai;2;0;H;2
2015;09/09/2015;Internacional;Palmeiras;1;0;H;1
2015;09/09/2015;Ponte Preta;Vasco;0;1;A;-1
2015;10/09/2015;Figueirense;Athletico PR;1;1;D;0
2015;10/09/2015;Corinthians;Gremio;1;1;D;0
2015;10/09/2015;Coritiba;Fluminense;1;1;D;0
2015;10/09/2015;Santos;Sao Paulo;3;0;H;3
2015;10/09/2015;Goias;Sport;1;0;H;1
2015;11/09/2015;Flamengo;Cruzeiro;2;0;H;2
2015;11/09/2015;Joinville;Chapecoense;0;0;D;0
2015;12/09/2015;Coritiba;Internacional;0;1;A;-1
2015;13/09/2015;Palmeiras;Figueirense;2;0;H;2
2015;13/09/2015;Corinthians;Joinville;3;0;H;3
2015;13/09/2015;Ponte Preta;Santos;3;1;H;2
2015;13/09/2015;Chapecoense;Flamengo;1;3;A;-2
2015;13/09/2015;Cruzeiro;Atletico MG;1;1;D;0
2015;13/09/2015;Gremio;Sao Paulo;1;2;A;-1
2015;13/09/2015;Vasco;Athletico PR;2;0;H;2
2015;13/09/2015;Avai;Goias;2;1;H;1
2015;13/09/2015;Sport;Fluminense;1;0;H;1
2015;16/09/2015;Fluminense;Palmeiras;1;4;A;-3
2015;16/09/2015;Goias;Ponte Preta;1;2;A;-1
2015;16/09/2015;Joinville;Sport;1;1;D;0
2015;17/09/2015;Athletico PR;Gremio;1;2;A;-1
2015;17/09/2015;Figueirense;Avai;0;1;A;-1
2015;17/09/2015;Cruzeiro;Vasco;2;2;D;0
2015;17/09/2015;Internacional;Corinthians;2;1;H;1
2015;17/09/2015;Santos;Atletico MG;4;0;H;4
2015;17/09/2015;Sao Paulo;Chapecoense;0;0;D;0
2015;18/09/2015;Flamengo;Coritiba;0;2;A;-2
2015;19/09/2015;Internacional;Figueirense;1;1;D;0
2015;19/09/2015;Palmeiras;Gremio;3;2;H;1
2015;20/09/2015;Ponte Preta;Fluminense;3;1;H;2
2015;20/09/2015;Corinthians;Santos;2;0;H;2
2015;20/09/2015;Goias;Joinville;3;0;H;3
2015;20/09/2015;Atletico MG;Flamengo;4;1;H;3
2015;20/09/2015;Avai;Sao Paulo;2;1;H;1
2015;20/09/2015;Vasco;Sport;2;1;H;1
2015;20/09/2015;Chapecoense;Cruzeiro;0;2;A;-2
2015;20/09/2015;Coritiba;Athletico PR;2;0;H;2
2015;26/09/2015;Fluminense;Goias;2;0;H;2
2015;27/09/2015;Gremio;Avai;3;1;H;2
2015;27/09/2015;Athletico PR;Ponte Preta;1;2;A;-1
2015;27/09/2015;Santos;Internacional;3;1;H;2
2015;27/09/2015;Figueirense;Corinthians;1;3;A;-2
2015;27/09/2015;Flamengo;Vasco;1;2;A;-1
2015;27/09/2015;Joinville;Atletico MG;2;2;D;0
2015;27/09/2015;Sao Paulo;Palmeiras;1;1;D;0
2015;27/09/2015;Cruzeiro;Coritiba;2;0;H;2
2015;27/09/2015;Sport;Chapecoense;3;0;H;3
2015;03/10/2015;Coritiba;Atletico MG;0;3;A;-3
2015;03/10/2015;Internacional;Sport;2;1;H;1
2015;04/10/2015;Sao Paulo;Athletico PR;1;0;H;1
2015;04/10/2015;Avai;Vasco;1;1;D;0
2015;04/10/2015;Flamengo;Joinville;2;0;H;2
2015;04/10/2015;Cruzeiro;Gremio;0;0;D;0
2015;04/10/2015;Goias;Figueirense;2;3;A;-1
2015;04/10/2015;Ponte Preta;Corinthians;2;2;D;0
2015;04/10/2015;Santos;Fluminense;3;1;H;2
2015;04/10/2015;Chapecoense;Palmeiras;5;1;H;4
2015;14/10/2015;Atletico MG;Internacional;2;1;H;1
2015;14/10/2015;Sport;Avai;3;0;H;3
2015;15/10/2015;Figueirense;Flamengo;3;0;H;3
2015;15/10/2015;Joinville;Coritiba;3;1;H;2
2015;15/10/2015;Palmeiras;Ponte Preta;0;1;A;-1
2015;15/10/2015;Athletico PR;Cruzeiro;2;2;D;0
2015;15/10/2015;Fluminense;Sao Paulo;2;0;H;2
2015;15/10/2015;Corinthians;Goias;3;0;H;3
2015;15/10/2015;Vasco;Chapecoense;1;1;D;0
2015;16/10/2015;Gremio;Santos;1;0;H;1
2015;17/10/2015;Avai;Palmeiras;1;3;A;-2
2015;18/10/2015;Joinville;Figueirense;1;0;H;1
2015;18/10/2015;Cruzeiro;Fluminense;2;0;H;2
2015;18/10/2015;Ponte Preta;Coritiba;3;0;H;3
2015;18/10/2015;Athletico PR;Corinthians;1;4;A;-3
2015;18/10/2015;Flamengo;Internacional;0;1;A;-1
2015;18/10/2015;Sao Paulo;Vasco;2;2;D;0
2015;18/10/2015;Gremio;Chapecoense;2;3;A;-1
2015;18/10/2015;Santos;Goias;3;1;H;2
2015;18/10/2015;Sport;Atletico MG;4;1;H;3
2015;24/10/2015;Fluminense;Athletico PR;0;1;A;-1
2015;24/10/2015;Figueirense;Santos;0;0;D;0
2015;24/10/2015;Internacional;Joinville;1;0;H;1
2015;25/10/2015;Palmeiras;Sport;0;2;A;-2
2015;25/10/2015;Chapecoense;Avai;0;0;D;0
2015;25/10/2015;Corinthians;Flamengo;1;0;H;1
2015;25/10/2015;Coritiba;Sao Paulo;1;2;A;-1
2015;25/10/2015;Vasco;Gremio;0;0;D;0
2015;25/10/2015;Goias;Cruzeiro;0;1;A;-1
2015;25/10/2015;Atletico MG;Ponte Preta;2;1;H;1
2015;31/10/2015;Sao Paulo;Sport;3;0;H;3
2015;31/10/2015;Avai;Cruzeiro;1;1;D;0
2015;31/10/2015;Ponte Preta;Joinville;1;0;H;1
2015;31/10/2015;Coritiba;Figueirense;1;1;D;0
2015;01/11/2015;Atletico MG;Corinthians;0;3;A;-3
2015;01/11/2015;Chapecoense;Athletico PR;0;0;D;0
2015;01/11/2015;Gremio;Flamengo;2;0;H;2
2015;01/11/2015;Santos;Palmeiras;2;1;H;1
2015;01/11/2015;Vasco;Fluminense;0;1;A;-1
2015;01/11/2015;Goias;Internacional;2;1;H;1
2015;07/11/2015;Internacional;Ponte Preta;1;0;H;1
2015;07/11/2015;Athletico PR;Avai;2;1;H;1
2015;07/11/2015;Corinthians;Coritiba;2;1;H;1
2015;07/11/2015;Fluminense;Chapecoense;2;3;A;-1
2015;08/11/2015;Cruzeiro;Sao Paulo;2;1;H;1
2015;08/11/2015;Figueirense;Atletico MG;0;1;A;-1
2015;08/11/2015;Flamengo;Goias;4;1;H;3
2015;08/11/2015;Palmeiras;Vasco;0;2;A;-2
2015;08/11/2015;Joinville;Santos;0;0;D;0
2015;08/11/2015;Sport;Gremio;1;0;H;1
2015;15/11/2015;Cruzeiro;Sport;3;0;H;3
2015;18/11/2015;Goias;Coritiba;1;3;A;-2
2015;18/11/2015;Athletico PR;Palmeiras;3;3;D;0
2015;18/11/2015;Avai;Joinville;2;1;H;1
2015;18/11/2015;Ponte Preta;Figueirense;0;1;A;-1
2015;19/11/2015;Chapecoense;Internacional;1;0;H;1
2015;19/11/2015;Gremio;Fluminense;1;0;H;1
2015;20/11/2015;Santos;Flamengo;0;0;D;0
2015;20/11/2015;Sao Paulo;Atletico MG;4;2;H;2
2015;20/11/2015;Vasco;Corinthians;1;1;D;0
2015;21/11/2015;Palmeiras;Cruzeiro;1;1;D;0
2015;22/11/2015;Atletico MG;Goias;2;2;D;0
2015;22/11/2015;Corinthians;Sao Paulo;6;1;H;5
2015;22/11/2015;Figueirense;Chapecoense;0;0;D;0
2015;22/11/2015;Internacional;Gremio;1;0;H;1
2015;22/11/2015;Joinville;Vasco;1;2;A;-1
2015;22/11/2015;Flamengo;Ponte Preta;1;1;D;0
2015;22/11/2015;Coritiba;Santos;1;0;H;1
2015;22/11/2015;Fluminense;Avai;3;1;H;2
2015;22/11/2015;Sport;Athletico PR;0;0;D;0
2015;28/11/2015;Sao Paulo;Figueirense;3;2;H;1
2015;28/11/2015;Fluminense;Internacional;1;1;D;0
2015;28/11/2015;Avai;Ponte Preta;1;0;H;1
2015;29/11/2015;Cruzeiro;Joinville;3;0;H;3
2015;29/11/2015;Gremio;Atletico MG;2;1;H;1
2015;29/11/2015;Sport;Corinthians;2;0;H;2
