Temporada;Data;Mandante;Visitante;GF;GC;Resultado;SG
2021;02/10/2021;Bragantino;Corinthians;2;2;D;0
2021;03/10/2021;Atletico MG;Internacional;1;0;H;1
2021;03/10/2021;Chapecoense;Sao Paulo;1;1;D;0
2021;03/10/2021;Flamengo;Athletico PR;3;0;H;3
2021;03/10/2021;Palmeiras;Juventude;1;1;D;0
2021;04/10/2021;Gremio;Sport;1;2;A;-1
2021;06/10/2021;Corinthians;Bahia;3;1;H;2
2021;06/10/2021;Atletico GO;Athletico PR;0;2;A;-2
2021;06/10/2021;Ceara;Internacional;0;0;D;0
2021;06/10/2021;Chapecoense;Atletico MG;2;2;D;0
2021;06/10/2021;Sport;Juventude;3;1;H;2
2021;07/10/2021;Bragantino;Flamengo;1;1;D;0
2021;07/10/2021;America MG;Palmeiras;2;1;H;1
2021;07/10/2021;Fluminense;Fortaleza;0;2;A;-2
2021;07/10/2021;Gremio;Cuiaba;2;2;D;0
2021;07/10/2021;Sao Paulo;Santos;1;1;D;0
2021;09/10/2021;Atletico MG;Ceara;3;1;H;2
2021;09/10/2021;Fluminense;Atletico GO;0;0;D;0
2021;09/10/2021;Sport;Corinthians;1;0;H;1
2021;09/10/2021;Athletico PR;Bahia;0;2;A;-2
2021;09/10/2021;Fortaleza;Flamengo;0;3;A;-3
2021;10/10/2021;Juventude;America MG;1;1;D;0
2021;10/10/2021;Palmeiras;Bragantino;2;4;A;-2
2021;10/10/2021;Internacional;Chapecoense;5;2;H;3
2021;10/10/2021;Santos;Gremio;1;0;H;1
2021;12/10/2021;Cuiaba;Sao Paulo;0;0;D;0
2021;12/10/2021;Bragantino;Atletico GO;1;0;H;1
2021;13/10/2021;Bahia;Palmeiras;0;0;D;0
2021;13/10/2021;Atletico MG;Santos;3;1;H;2
2021;13/10/2021;Chapecoense;Athletico PR;1;1;D;0
2021;13/10/2021;Flamengo;Juventude;3;1;H;2
2021;14/10/2021;Fortaleza;Gremio;1;0;H;1
2021;14/10/2021;Corinthians;Fluminense;1;0;H;1
2021;14/10/2021;Internacional;America MG;3;1;H;2
2021;14/10/2021;Cuiaba;Sport;1;0;H;1
2021;14/10/2021;Sao Paulo;Ceara;1;1;D;0
2021;16/10/2021;Chapecoense;Fortaleza;1;2;A;-1
2021;17/10/2021;America MG;Bahia;0;0;D;0
2021;17/10/2021;Athletico PR;Fluminense;0;1;A;-1
2021;17/10/2021;Palmeiras;Internacional;1;0;H;1
2021;17/10/2021;Atletico GO;Atletico MG;2;1;H;1
2021;17/10/2021;Ceara;Bragantino;2;2;D;0
2021;17/10/2021;Gremio;Juventude;3;2;H;1
2021;18/10/2021;Flamengo;Cuiaba;0;0;D;0
2021;18/10/2021;Sport;Santos;0;0;D;0
2021;19/10/2021;Sao Paulo;Corinthians;1;0;H;1
2021;20/10/2021;Ceara;Palmeiras;1;2;A;-1
2021;22/10/2021;Internacional;Bragantino;1;1;D;0
2021;23/10/2021;Juventude;Ceara;0;0;D;0
2021;23/10/2021;Santos;America MG;0;2;A;-2
2021;23/10/2021;Fluminense;Flamengo;3;1;H;2
2021;23/10/2021;Fortaleza;Athletico PR;3;0;H;3
2021;24/10/2021;Atletico MG;Cuiaba;2;1;H;1
2021;24/10/2021;Internacional;Corinthians;2;2;D;0
2021;24/10/2021;Bragantino;Sao Paulo;1;0;H;1
2021;25/10/2021;Bahia;Chapecoense;3;0;H;3
2021;26/10/2021;Atletico GO;Gremio;2;0;H;2
2021;26/10/2021;Palmeiras;Sport;2;1;H;1
2021;27/10/2021;Bahia;Ceara;1;1;D;0
2021;27/10/2021;Santos;Fluminense;2;0;H;2
2021;28/10/2021;Bragantino;Sport;3;0;H;3
2021;30/10/2021;Athletico PR;Santos;0;1;A;-1
2021;30/10/2021;Flamengo;Atletico MG;1;0;H;1
2021;30/10/2021;Juventude;Bahia;0;0;D;0
2021;31/10/2021;America MG;Fortaleza;2;1;H;1
2021;31/10/2021;Ceara;Fluminense;1;0;H;1
2021;31/10/2021;Gremio;Palmeiras;1;3;A;-2
2021;31/10/2021;Sao Paulo;Internacional;1;0;H;1
2021;31/10/2021;Sport;Atletico GO;2;0;H;2
2021;01/11/2021;Cuiaba;Bragantino;1;0;H;1
2021;02/11/2021;Corinthians;Chapecoense;1;0;H;1
2021;02/11/2021;Athletico PR;Flamengo;2;2;D;0
2021;04/11/2021;Atletico MG;Gremio;2;1;H;1
2021;05/11/2021;Cuiaba;Chapecoense;0;0;D;0
2021;06/11/2021;Flamengo;Atletico GO;2;0;H;2
2021;06/11/2021;Corinthians;Fortaleza;1;0;H;1
2021;06/11/2021;Internacional;Gremio;1;0;H;1
2021;07/11/2021;Fluminense;Sport;1;0;H;1
2021;07/11/2021;Atletico MG;America MG;1;0;H;1
2021;07/11/2021;Bragantino;Athletico PR;0;2;A;-2
2021;07/11/2021;Santos;Palmeiras;0;2;A;-2
2021;07/11/2021;Bahia;Sao Paulo;1;0;H;1
2021;07/11/2021;Ceara;Cuiaba;1;0;H;1
2021;08/11/2021;Chapecoense;Flamengo;2;2;D;0
2021;10/11/2021;Gremio;Fluminense;1;0;H;1
2021;10/11/2021;Athletico PR;Ceara;2;1;H;1
2021;10/11/2021;Atletico MG;Corinthians;3;0;H;3
2021;10/11/2021;Santos;Bragantino;2;0;H;2
2021;10/11/2021;Palmeiras;Atletico GO;4;0;H;4
2021;11/11/2021;Fortaleza;Sao Paulo;1;1;D;0
2021;11/11/2021;Juventude;Internacional;2;1;H;1
2021;11/11/2021;Sport;America MG;2;3;A;-1
2021;11/11/2021;Flamengo;Bahia;3;0;H;3
2021;13/11/2021;Atletico GO;Santos;0;0;D;0
2021;13/11/2021;America MG;Gremio;3;1;H;2
2021;13/11/2021;Bragantino;Fortaleza;3;0;H;3
2021;13/11/2021;Internacional;Athletico PR;2;1;H;1
2021;14/11/2021;Corinthians;Cuiaba;3;2;H;1
2021;14/11/2021;Sao Paulo;Flamengo;0;4;A;-4
2021;14/11/2021;Fluminense;Palmeiras;2;1;H;1
2021;14/11/2021;Ceara;Sport;2;1;H;1
2021;14/11/2021;Chapecoense;Juventude;0;2;A;-2
2021;16/11/2021;Athletico PR;Atletico MG;0;1;A;-1
2021;16/11/2021;Gremio;Bragantino;3;0;H;3
2021;17/11/2021;America MG;Atletico GO;0;0;D;0
2021;17/11/2021;Cuiaba;Internacional;1;0;H;1
2021;17/11/2021;Santos;Chapecoense;2;0;H;2
2021;17/11/2021;Fortaleza;Ceara;0;4;A;-4
2021;17/11/2021;Juventude;Fluminense;1;0;H;1
2021;17/11/2021;Palmeiras;Sao Paulo;0;2;A;-2
2021;18/11/2021;Flamengo;Corinthians;1;0;H;1
2021;19/11/2021;Sport;Bahia;1;0;H;1
2021;20/11/2021;Atletico MG;Juventude;2;0;H;2
2021;20/11/2021;Chapecoense;Gremio;1;3;A;-2
2021;20/11/2021;Fortaleza;Palmeiras;1;0;H;1
2021;21/11/2021;Atletico GO;Ceara;1;1;D;0
2021;21/11/2021;Internacional;Flamengo;1;2;A;-1
2021;21/11/2021;Corinthians;Santos;2;0;H;2
2021;21/11/2021;Fluminense;America MG;2;0;H;2
2021;21/11/2021;Bahia;Cuiaba;0;0;D;0
2021;23/11/2021;Atletico GO;Juventude;1;1;D;0
2021;24/11/2021;Gremio;Flamengo;2;2;D;0
2021;24/11/2021;Palmeiras;Atletico MG;2;2;D;0
2021;25/11/2021;Fluminense;Internacional;1;0;H;1
2021;25/11/2021;Sao Paulo;Athletico PR;0;0;D;0
2021;25/11/2021;Santos;Fortaleza;2;0;H;2
2021;25/11/2021;Ceara;Corinthians;2;1;H;1
2021;26/11/2021;Bahia;Gremio;3;1;H;2
2021;27/11/2021;Bragantino;America MG;1;1;D;0
2021;28/11/2021;Sao Paulo;Sport;2;0;H;2
2021;28/11/2021;Atletico MG;Fluminense;2;1;H;1
2021;28/11/2021;Corinthians;Athletico PR;1;0;H;1
2021;28/11/2021;Internacional;Santos;1;1;D;0
2021;29/11/2021;Atletico GO;Bahia;2;1;H;1
2021;30/11/2021;Juventude;Bragantino;1;0;H;1
2021;30/11/2021;Flamengo;Ceara;2;1;H;1
2021;01/12/2021;America MG;Chapecoense;3;0;H;3
2021;01/12/2021;Cuiaba;Palmeiras;1;3;A;-2
2021;02/12/2021;Bahia;Atletico MG;2;3;A;-1
2021;02/12/2021;Gremio;Sao Paulo;3;0;H;3
2021;03/12/2021;Athletico PR;Cuiaba;1;0;H;1
2021;03/12/2021;Chapecoense;Atletico GO;0;1;A;-1
2021;03/12/2021;Sport;Flamengo;1;1;D;0
2021;04/12/2021;Fortaleza;Juventude;1;0;H;1
2021;05/12/2021;Atletico MG;Bragantino;4;3;H;1
2021;05/12/2021;Bahia;Fluminense;2;0;H;2
2021;05/12/2021;Corinthians;Gremio;1;1;D;0
2021;05/12/2021;Ceara;America MG;0;0;D;0
2021;06/12/2021;Athletico PR;Palmeiras;0;0;D;0
2021;06/12/2021;Sao Paulo;Juventude;3;1;H;2
2021;06/12/2021;Cuiaba;Fortaleza;1;0;H;1
2021;06/12/2021;Flamengo;Santos;0;1;A;-1
2021;06/12/2021;Internacional;Atletico GO;1;2;A;-1
2021;07/12/2021;Chapecoense;Sport;0;1;A;-1
2021;10/12/2021;America MG;Sao Paulo;2;0;H;2
2021;10/12/2021;Atletico GO;Flamengo;2;0;H;2
2021;10/12/2021;Bragantino;Internacional;1;0;H;1
2021;10/12/2021;Fluminense;Chapecoense;3;0;H;3
2021;10/12/2021;Fortaleza;Bahia;2;1;H;1
2021;10/12/2021;Gremio;Atletico MG;4;3;H;1
2021;10/12/2021;Juventude;Corinthians;1;0;H;1
2021;10/12/2021;Palmeiras;Ceara;1;0;H;1
2021;10/12/2021;Santos;Cuiaba;1;1;D;0
2021;10/12/2021;Sport;Athletico PR;1;1;D;0
2022;09/04/2022;Fluminense;Santos;0;0;D;0
2022;09/04/2022;Atletico GO;Flamengo RJ;1;1;D;0
2022;10/04/2022;Palmeiras;Ceara;2;3;A;-1
2022;10/04/2022;Coritiba;Goias;3;0;H;3
2022;10/04/2022;Atletico-MG;Internacional;2;0;H;2
2022;10/04/2022;Botafogo RJ;Corinthians;1;3;A;-2
2022;10/04/2022;Fortaleza;Cuiaba;0;1;A;-1
2022;10/04/2022;Avai;America MG;1;0;H;1
2022;10/04/2022;Sao Paulo;Athletico-PR;4;0;H;4
2022;12/04/2022;Juventude;Bragantino;2;2;D;0
2022;16/04/2022;Goias;Palmeiras;1;1;D;0
2022;16/04/2022;America MG;Juventude;4;1;H;3
2022;16/04/2022;Corinthians;Avai;3;0;H;3
2022;17/04/2022;Cuiaba;Fluminense;0;1;A;-1
2022;17/04/2022;Santos;Coritiba;2;1;H;1
2022;17/04/2022;Flamengo RJ;Sao Paulo;3;1;H;2
2022;17/04/2022;Athletico-PR;Atletico-MG;0;1;A;-1
2022;17/04/2022;Bragantino;Atletico GO;4;0;H;4
2022;17/04/2022;Internacional;Fortaleza;2;1;H;1
2022;17/04/2022;Ceara;Botafogo RJ;1;3;A;-2
2022;20/04/2022;Flamengo RJ;Palmeiras;0;0;D;0
2022;23/04/2022;Athletico-PR;Flamengo RJ;1;0;H;1
2022;23/04/2022;Bragantino;Sao Paulo;1;1;D;0
2022;23/04/2022;Fluminense;Internacional;0;1;A;-1
2022;23/04/2022;Palmeiras;Corinthians;3;0;H;3
2022;24/04/2022;Atletico-MG;Coritiba;2;2;D;0
2022;24/04/2022;Santos;America MG;3;0;H;3
2022;24/04/2022;Juventude;Cuiaba;0;1;A;-1
2022;24/04/2022;Atletico GO;Botafogo RJ;1;1;D;0
2022;26/04/2022;Avai;Goias;3;2;H;1
2022;30/04/2022;America MG;Athletico-PR;1;0;H;1
2022;30/04/2022;Ceara;Bragantino;0;1;A;-1
2022;30/04/2022;Goias;Atletico-MG;2;2;D;0
2022;30/04/2022;Cuiaba;Atletico GO;1;1;D;0
2022;01/05/2022;Botafogo RJ;Juventude;1;1;D;0
2022;01/05/2022;Corinthians;Fortaleza;1;0;H;1
2022;01/05/2022;Coritiba;Fluminense;3;2;H;1
2022;01/05/2022;Internacional;Avai;0;0;D;0
2022;03/05/2022;Sao Paulo;Santos;2;1;H;1
2022;07/05/2022;Atletico-MG;America MG;1;2;A;-1
2022;08/05/2022;Athletico-PR;Ceara;1;0;H;1
2022;08/05/2022;Flamengo RJ;Botafogo RJ;0;1;A;-1
2022;08/05/2022;Atletico GO;Goias;0;1;A;-1
2022;08/05/2022;Palmeiras;Fluminense;1;1;D;0
2022;08/05/2022;Bragantino;Corinthians;0;1;A;-1
2022;08/05/2022;Santos;Cuiaba;4;1;H;3
2022;08/05/2022;Fortaleza;Sao Paulo;1;1;D;0
2022;08/05/2022;Juventude;Internacional;1;1;D;0
2022;10/05/2022;Avai;Coritiba;2;1;H;1
2022;12/05/2022;Bragantino;Atletico-MG;1;1;D;0
2022;14/05/2022;Ceara;Flamengo RJ;2;2;D;0
2022;14/05/2022;Palmeiras;Bragantino;2;0;H;2
2022;14/05/2022;Atletico-MG;Atletico GO;2;0;H;2
2022;14/05/2022;Internacional;Corinthians;2;2;D;0
2022;15/05/2022;Fluminense;Athletico-PR;2;1;H;1
2022;15/05/2022;Sao Paulo;Cuiaba;2;1;H;1
2022;15/05/2022;Coritiba;America MG;1;0;H;1
2022;15/05/2022;Avai;Juventude;1;2;A;-1
2022;15/05/2022;Botafogo RJ;Fortaleza;3;1;H;2
2022;15/05/2022;Goias;Santos;1;0;H;1
2022;21/05/2022;Atletico GO;Coritiba;2;0;H;2
2022;21/05/2022;Flamengo RJ;Goias;1;0;H;1
2022;21/05/2022;Santos;Ceara;0;0;D;0
2022;21/05/2022;Juventude;Palmeiras;0;3;A;-3
2022;22/05/2022;America MG;Botafogo RJ;1;1;D;0
2022;22/05/2022;Cuiaba;Internacional;1;1;D;0
2022;22/05/2022;Corinthians;Sao Paulo;1;1;D;0
2022;22/05/2022;Fortaleza;Fluminense;0;1;A;-1
2022;22/05/2022;Athletico-PR;Avai;2;1;H;1
2022;28/05/2022;Goias;Bragantino;1;1;D;0
2022;28/05/2022;Sao Paulo;Ceara;2;2;D;0
2022;29/05/2022;Fortaleza;Juventude;1;1;D;0
2022;29/05/2022;Coritiba;Botafogo RJ;1;0;H;1
2022;29/05/2022;Santos;Palmeiras;0;1;A;-1
2022;29/05/2022;Corinthians;America MG;1;1;D;0
2022;29/05/2022;Cuiaba;Athletico-PR;0;1;A;-1
2022;29/05/2022;Fluminense;Flamengo RJ;1;2;A;-1
2022;29/05/2022;Atletico-MG;Avai;2;1;H;1
2022;31/05/2022;Internacional;Atletico GO;1;1;D;0
2022;02/06/2022;Fortaleza;Ceara;0;1;A;-1
2022;04/06/2022;America MG;Cuiaba;2;1;H;1
2022;04/06/2022;Athletico-PR;Santos;2;2;D;0
2022;04/06/2022;Avai;Sao Paulo;1;1;D;0
2022;04/06/2022;Ceara;Coritiba;1;1;D;0
2022;05/06/2022;Atletico GO;Corinthians;0;1;A;-1
2022;05/06/2022;Juventude;Fluminense;1;0;H;1
2022;05/06/2022;Flamengo RJ;Fortaleza;1;2;A;-1
2022;05/06/2022;Palmeiras;Atletico-MG;0;0;D;0
2022;05/06/2022;Bragantino;Internacional;0;2;A;-2
2022;07/06/2022;Botafogo RJ;Goias;1;2;A;-1
2022;08/06/2022;Cuiaba;Corinthians;1;0;H;1
2022;08/06/2022;America MG;Ceara;0;2;A;-2
2022;08/06/2022;Juventude;Athletico-PR;1;3;A;-2
2022;09/06/2022;Atletico GO;Avai;2;1;H;1
2022;09/06/2022;Bragantino;Flamengo RJ;1;0;H;1
2022;09/06/2022;Fluminense;Atletico-MG;5;3;H;2
2022;09/06/2022;Santos;Internacional;1;1;D;0
2022;09/06/2022;Palmeiras;Botafogo RJ;4;0;H;4
2022;10/06/2022;Coritiba;Sao Paulo;1;1;D;0
2022;10/06/2022;Fortaleza;Goias;1;1;D;0
2022;11/06/2022;Corinthians;Juventude;2;0;H;2
2022;11/06/2022;Atletico-MG;Santos;1;1;D;0
2022;11/06/2022;Cuiaba;Bragantino;1;1;D;0
2022;11/06/2022;Fluminense;Atletico GO;0;2;A;-2
2022;12/06/2022;Internacional;Flamengo RJ;3;1;H;2
2022;12/06/2022;Goias;Ceara;1;1;D;0
2022;12/06/2022;Sao Paulo;America MG;1;0;H;1
2022;12/06/2022;Coritiba;Palmeiras;0;2;A;-2
2022;12/06/2022;Fortaleza;Athletico-PR;0;0;D;0
2022;13/06/2022;Botafogo RJ;Avai;0;1;A;-1
2022;15/06/2022;Juventude;Santos;1;2;A;-1
2022;15/06/2022;Bragantino;Coritiba;4;2;H;2
2022;15/06/2022;Ceara;Atletico-MG;0;0;D;0
2022;16/06/2022;Flamengo RJ;Cuiaba;2;0;H;2
2022;16/06/2022;Goias;Internacional;1;2;A;-1
2022;16/06/2022;America MG;Fluminense;0;0;D;0
2022;16/06/2022;Athletico-PR;Corinthians;1;1;D;0
2022;16/06/2022;Botafogo RJ;Sao Paulo;1;0;H;1
2022;16/06/2022;Palmeiras;Atletico GO;4;2;H;2
2022;16/06/2022;Avai;Fortaleza;3;2;H;1
2022;18/06/2022;Cuiaba;Ceara;0;0;D;0
2022;19/06/2022;Santos;Bragantino;2;2;D;0
2022;19/06/2022;Atletico-MG;Flamengo RJ;2;0;H;2
2022;19/06/2022;Corinthians;Goias;1;0;H;1
2022;19/06/2022;Coritiba;Athletico-PR;0;1;A;-1
2022;19/06/2022;Atletico GO;Juventude;3;1;H;2
2022;19/06/2022;Fortaleza;America MG;1;0;H;1
2022;19/06/2022;Internacional;Botafogo RJ;2;3;A;-1
2022;19/06/2022;Fluminense;Avai;2;0;H;2
2022;21/06/2022;Sao Paulo;Palmeiras;1;2;A;-1
2022;25/06/2022;Internacional;Coritiba;3;0;H;3
2022;25/06/2022;Athletico-PR;Bragantino;4;2;H;2
2022;25/06/2022;Corinthians;Santos;0;0;D;0
2022;25/06/2022;Flamengo RJ;America MG;3;0;H;3
2022;26/06/2022;Atletico-MG;Fortaleza;3;2;H;1
2022;26/06/2022;Avai;Palmeiras;2;2;D;0
2022;26/06/2022;Botafogo RJ;Fluminense;0;1;A;-1
2022;26/06/2022;Ceara;Atletico GO;1;1;D;0
2022;26/06/2022;Goias;Cuiaba;1;0;H;1
2022;26/06/2022;Sao Paulo;Juventude;0;0;D;0
2022;02/07/2022;Fluminense;Corinthians;4;0;H;4
2022;02/07/2022;Juventude;Atletico-MG;1;2;A;-1
2022;02/07/2022;Ceara;Internacional;1;1;D;0
2022;02/07/2022;Santos;Flamengo RJ;1;2;A;-1
2022;03/07/2022;Palmeiras;Athletico-PR;0;2;A;-2
2022;03/07/2022;Avai;Cuiaba;1;2;A;-1
2022;03/07/2022;Atletico GO;Sao Paulo;1;2;A;-1
2022;03/07/2022;America MG;Goias;1;0;H;1
2022;03/07/2022;Coritiba;Fortaleza;2;1;H;1
2022;05/07/2022;Bragantino;Botafogo RJ;0;1;A;-1
2022;09/07/2022;Bragantino;Avai;4;0;H;4
2022;09/07/2022;Fluminense;Ceara;2;1;H;1
2022;10/07/2022;Goias;Athletico-PR;2;1;H;1
2022;10/07/2022;Coritiba;Juventude;2;2;D;0
2022;10/07/2022;Corinthians;Flamengo RJ;1;0;H;1
2022;10/07/2022;Atletico-MG;Sao Paulo;0;0;D;0
2022;10/07/2022;Fortaleza;Palmeiras;0;0;D;0
2022;10/07/2022;Santos;Atletico GO;1;0;H;1
2022;10/07/2022;Cuiaba;Botafogo RJ;2;0;H;2
2022;12/07/2022;Internacional;America MG;1;0;H;1
2022;16/07/2022;Athletico-PR;Internacional;0;0;D;0
2022;16/07/2022;Avai;Santos;1;0;H;1
2022;16/07/2022;Flamengo RJ;Coritiba;2;0;H;2
2022;17/07/2022;Ceara;Corinthians;3;1;H;2
2022;17/07/2022;Juventude;Goias;0;0;D;0
2022;17/07/2022;Sao Paulo;Fluminense;2;2;D;0
2022;17/07/2022;Atletico GO;Fortaleza;0;1;A;-1
2022;17/07/2022;Botafogo RJ;Atletico-MG;0;1;A;-1
2022;17/07/2022;America MG;Bragantino;0;3;A;-3
2022;19/07/2022;Palmeiras;Cuiaba;1;0;H;1
2022;20/07/2022;Ceara;Avai;1;0;H;1
2022;20/07/2022;Bragantino;Fortaleza;2;1;H;1
2022;20/07/2022;Goias;Fluminense;2;3;A;-1
2022;20/07/2022;Athletico-PR;Atletico GO;4;1;H;3
2022;21/07/2022;Flamengo RJ;Juventude;4;0;H;4
2022;21/07/2022;Internacional;Sao Paulo;3;3;D;0
2022;21/07/2022;Corinthians;Coritiba;3;1;H;2
2022;21/07/2022;Santos;Botafogo RJ;2;0;H;2
2022;21/07/2022;Cuiaba;Atletico-MG;1;1;D;0
2022;22/07/2022;America MG;Palmeiras;0;1;A;-1
2022;23/07/2022;Sao Paulo;Goias;3;3;D;0
2022;24/07/2022;Botafogo RJ;Athletico-PR;2;0;H;2
2022;24/07/2022;Avai;Flamengo RJ;1;2;A;-1
2022;24/07/2022;Fluminense;Bragantino;2;1;H;1
2022;24/07/2022;Juventude;Ceara;1;0;H;1
2022;24/07/2022;Palmeiras;Internacional;2;1;H;1
2022;24/07/2022;Atletico GO;America MG;0;1;A;-1
2022;24/07/2022;Atletico-MG;Corinthians;1;2;A;-1
2022;24/07/2022;Fortaleza;Santos;0;0;D;0
2022;26/07/2022;Coritiba;Cuiaba;1;0;H;1
2022;30/07/2022;Ceara;Palmeiras;1;2;A;-1
2022;30/07/2022;Goias;Coritiba;1;0;H;1
2022;30/07/2022;Corinthians;Botafogo RJ;1;0;H;1
2022;31/07/2022;Flamengo RJ;Atletico GO;4;1;H;3
2022;31/07/2022;Athletico-PR;Sao Paulo;1;0;H;1
2022;31/07/2022;Internacional;Atletico-MG;3;0;H;3
2022;31/07/2022;America MG;Avai;3;1;H;2
2022;31/07/2022;Cuiaba;Fortaleza;0;1;A;-1
2022;31/07/2022;Bragantino;Juventude;1;0;H;1
2022;02/08/2022;Santos;Fluminense;2;2;D;0
2022;06/08/2022;Botafogo RJ;Ceara;1;1;D;0
2022;06/08/2022;Juventude;America MG;0;1;A;-1
2022;06/08/2022;Atletico GO;Bragantino;2;1;H;1
2022;06/08/2022;Avai;Corinthians;1;1;D;0
2022;07/08/2022;Sao Paulo;Flamengo RJ;0;2;A;-2
2022;07/08/2022;Fluminense;Cuiaba;1;0;H;1
2022;07/08/2022;Palmeiras;Goias;3;0;H;3
2022;07/08/2022;Fortaleza;Internacional;3;0;H;3
2022;07/08/2022;Atletico-MG;Athletico-PR;2;3;A;-1
2022;09/08/2022;Coritiba;Santos;1;2;A;-1
2022;13/08/2022;Goias;Avai;1;1;D;0
2022;13/08/2022;Corinthians;Palmeiras;0;1;A;-1
2022;14/08/2022;Cuiaba;Juventude;1;0;H;1
2022;14/08/2022;Botafogo RJ;Atletico GO;0;0;D;0
2022;14/08/2022;Coritiba;Atletico-MG;0;1;A;-1
2022;14/08/2022;Ceara;Fortaleza;0;1;A;-1
2022;14/08/2022;Flamengo RJ;Athletico-PR;5;0;H;5
2022;14/08/2022;Sao Paulo;Bragantino;3;0;H;3
2022;14/08/2022;America MG;Santos;1;0;H;1
2022;14/08/2022;Internacional;Fluminense;3;0;H;3
2022;20/08/2022;Atletico-MG;Goias;0;1;A;-1
2022;20/08/2022;Fluminense;Coritiba;5;2;H;3
2022;21/08/2022;Juventude;Botafogo RJ;2;2;D;0
2022;21/08/2022;Palmeiras;Flamengo RJ;1;1;D;0
2022;21/08/2022;Athletico-PR;America MG;1;1;D;0
2022;21/08/2022;Atletico GO;Cuiaba;1;1;D;0
2022;21/08/2022;Bragantino;Ceara;1;1;D;0
2022;21/08/2022;Fortaleza;Corinthians;1;0;H;1
2022;21/08/2022;Santos;Sao Paulo;1;0;H;1
2022;23/08/2022;Avai;Internacional;0;1;A;-1
2022;27/08/2022;Coritiba;Avai;1;0;H;1
2022;27/08/2022;Goias;Atletico GO;2;1;H;1
2022;27/08/2022;Fluminense;Palmeiras;1;1;D;0
2022;28/08/2022;Ceara;Athletico-PR;0;0;D;0
2022;28/08/2022;America MG;Atletico-MG;1;1;D;0
2022;28/08/2022;Sao Paulo;Fortaleza;0;1;A;-1
2022;28/08/2022;Botafogo RJ;Flamengo RJ;0;1;A;-1
2022;28/08/2022;Cuiaba;Santos;0;0;D;0
2022;30/08/2022;Internacional;Juventude;4;0;H;4
2022;30/08/2022;Corinthians;Bragantino;1;0;H;1
2022;03/09/2022;Juventude;Avai;1;1;D;0
2022;03/09/2022;Athletico-PR;Fluminense;1;0;H;1
2022;03/09/2022;Bragantino;Palmeiras;2;2;D;0
2022;04/09/2022;America MG;Coritiba;2;0;H;2
2022;04/09/2022;Flamengo RJ;Ceara;1;1;D;0
2022;04/09/2022;Corinthians;Internacional;2;2;D;0
2022;04/09/2022;Fortaleza;Botafogo RJ;1;3;A;-2
2022;04/09/2022;Atletico GO;Atletico-MG;0;2;A;-2
2022;04/09/2022;Cuiaba;Sao Paulo;1;1;D;0
2022;06/09/2022;Santos;Goias;1;2;A;-1
2022;07/09/2022;Atletico-MG;Bragantino;1;1;D;0
2022;10/09/2022;Ceara;Santos;2;1;H;1
2022;10/09/2022;Internacional;Cuiaba;1;0;H;1
2022;10/09/2022;Fluminense;Fortaleza;2;1;H;1
2022;11/09/2022;Palmeiras;Juventude;2;1;H;1
2022;11/09/2022;Avai;Athletico-PR;1;1;D;0
2022;11/09/2022;Botafogo RJ;America MG;0;0;D;0
2022;11/09/2022;Coritiba;Atletico GO;2;0;H;2
2022;11/09/2022;Sao Paulo;Corinthians;1;1;D;0
2022;11/09/2022;Goias;Flamengo RJ;1;1;D;0
2022;17/09/2022;Avai;Atletico-MG;1;0;H;1
2022;17/09/2022;Botafogo RJ;Coritiba;2;0;H;2
2022;18/09/2022;Bragantino;Goias;1;1;D;0
2022;18/09/2022;Ceara;Sao Paulo;0;2;A;-2
2022;18/09/2022;Flamengo RJ;Fluminense;1;2;A;-1
2022;18/09/2022;America MG;Corinthians;1;0;H;1
2022;18/09/2022;Juventude;Fortaleza;1;1;D;0
2022;18/09/2022;Palmeiras;Santos;1;0;H;1
2022;18/09/2022;Athletico-PR;Cuiaba;2;2;D;0
2022;20/09/2022;Atletico GO;Internacional;1;2;A;-1
2022;26/09/2022;Sao Paulo;Avai;4;0;H;4
2022;28/09/2022;Santos;Athletico-PR;2;0;H;2
2022;28/09/2022;Corinthians;Atletico GO;2;1;H;1
2022;28/09/2022;Coritiba;Ceara;1;0;H;1
2022;28/09/2022;Fluminense;Juventude;4;0;H;4
2022;28/09/2022;Fortaleza;Flamengo RJ;3;2;H;1
2022;29/09/2022;Cuiaba;America MG;2;1;H;1
2022;29/09/2022;Atletico-MG;Palmeiras;0;1;A;-1
2022;29/09/2022;Goias;Botafogo RJ;0;1;A;-1
2022;29/09/2022;Internacional;Bragantino;0;0;D;0
2022;01/10/2022;Atletico-MG;Fluminense;2;0;H;2
2022;01/10/2022;Ceara;America MG;1;2;A;-1
2022;01/10/2022;Internacional;Santos;1;0;H;1
2022;01/10/2022;Athletico-PR;Juventude;2;0;H;2
2022;01/10/2022;Avai;Atletico GO;1;2;A;-1
2022;01/10/2022;Flamengo RJ;Bragantino;4;1;H;3
2022;01/10/2022;Goias;Fortaleza;0;1;A;-1
2022;02/10/2022;Corinthians;Cuiaba;2;0;H;2
2022;04/10/2022;Botafogo RJ;Palmeiras;1;3;A;-2
2022;05/10/2022;Juventude;Corinthians;2;2;D;0
2022;05/10/2022;Atletico GO;Fluminense;3;2;H;1
2022;05/10/2022;Bragantino;Cuiaba;2;1;H;1
2022;05/10/2022;Ceara;Goias;1;1;D;0
2022;05/10/2022;Athletico-PR;Fortaleza;1;1;D;0
